suite,label,rep,workers,worker_processes,submitters,connections,job_type,payload,priorities,max_attempts,jobs,group_commit,max_outstanding,submitted,completed,rejected,succeeded,failed,wall_s,throughput_per_s,submit_rate_per_s,store_batches,store_writes,rows_per_transaction,e2e_mean_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,queue_p50_ms,queue_p95_ms,exec_p50_ms,exec_p95_ms,submit_call_p50_ms,submit_call_p99_ms,error_rate,cpu_seconds,cores_used,peak_rss_mb,ctx_switches,raw_csv
group_commit,false_w1,2,1,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.3337,59934.6,129254.9,0,0,0.00,155.342,163.766,177.231,178.737,164,177,0.004,0.007,0.006,0.331,,0.394,1.18,20.8,26832,results/raw/groupcommit_false_w1_r2.csv
group_commit,false_w1,3,1,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.3372,59303.2,124961.7,0,0,0.00,157.119,165.948,177.171,177.434,166,177,0.004,0.008,0.006,0.334,,0.404,1.20,20.9,28020,results/raw/groupcommit_false_w1_r3.csv
group_commit,false_w4,1,4,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4936,40519.9,109714.7,0,0,0.00,214.294,224.66,303.338,309.718,225,303,0.007,0.038,0.006,0.387,,0.681,1.38,20.6,89349,results/raw/groupcommit_false_w4_r1.csv
group_commit,false_w4,2,4,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4889,40907.1,112680.5,0,0,0.00,216.87,224.553,303.102,309.58,224,303,0.007,0.031,0.006,0.398,,0.675,1.38,20.8,88705,results/raw/groupcommit_false_w4_r2.csv
group_commit,false_w4,3,4,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4895,40859.5,108446.9,0,0,0.00,212.177,221.464,297.351,304.022,221,297,0.007,0.038,0.006,0.407,,0.676,1.38,20.7,89614,results/raw/groupcommit_false_w4_r3.csv
group_commit,false_w8,1,8,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4888,40914.2,108488.1,0,0,0.00,214.58,225.747,298.21,303.643,226,298,0.007,0.034,0.006,0.419,,0.678,1.39,20.7,90652,results/raw/groupcommit_false_w8_r1.csv
group_commit,false_w8,2,8,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4802,41649.0,131091.7,0,0,0.00,223.358,228.014,319.404,326.208,228,319,0.007,0.015,0.005,0.379,,0.659,1.37,20.7,86647,results/raw/groupcommit_false_w8_r2.csv
group_commit,false_w8,3,8,,4,,noop,,,,20000,false,,20000,20000,0,20000,0,0.4858,41171.6,113100.4,0,0,0.00,217.464,226.279,301.812,307.558,226,302,0.007,0.032,0.005,0.395,,0.675,1.39,20.7,89500,results/raw/groupcommit_false_w8_r3.csv
group_commit,true_w1,1,1,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3186,62771.7,62797.7,9813,80000,8.15,0.125,0.112,0.232,0.384,0,1,0.001,0.005,0.061,0.122,,0.644,2.02,18.5,105160,results/raw/groupcommit_true_w1_r1.csv
group_commit,true_w1,2,1,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3198,62531.3,62575.7,9798,80000,8.16,0.127,0.113,0.234,0.361,0,1,0.001,0.005,0.062,0.126,,0.649,2.03,18.6,104996,results/raw/groupcommit_true_w1_r2.csv
group_commit,true_w1,3,1,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3176,62969.1,62975.9,9857,80000,8.12,0.129,0.115,0.249,0.324,0,1,0.001,0.005,0.061,0.124,,0.645,2.03,18.8,106356,results/raw/groupcommit_true_w1_r3.csv
group_commit,true_w4,1,4,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3798,52664.4,59080.2,12087,80000,6.62,20.477,18.157,41.683,42.297,18,42,0.003,0.08,0.062,0.15,,0.949,2.50,18.9,151249,results/raw/groupcommit_true_w4_r1.csv
group_commit,true_w4,2,4,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3752,53309.7,59232.9,11879,80000,6.73,17.354,15.201,38.435,39.708,15,38,0.003,0.075,0.062,0.158,,0.945,2.52,19.0,149544,results/raw/groupcommit_true_w4_r2.csv
group_commit,true_w4,3,4,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3753,53286.0,53746.8,10167,80000,7.87,12.099,8.698,30.965,36.511,9,31,0.003,0.069,0.062,0.155,,0.915,2.44,24.1,141129,results/raw/groupcommit_true_w4_r3.csv
group_commit,true_w8,1,8,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3884,51487.3,59150.6,12513,80000,6.39,26.57,26.328,50.573,50.959,26,51,0.004,0.189,0.063,0.152,,0.979,2.52,19.0,151347,results/raw/groupcommit_true_w8_r1.csv
group_commit,true_w8,2,8,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3862,51780.9,59259.8,12493,80000,6.40,23.241,19.993,49.411,49.836,20,49,0.004,0.184,0.062,0.154,,0.975,2.52,19.0,151641,results/raw/groupcommit_true_w8_r2.csv
group_commit,true_w8,3,8,,4,,noop,,,,20000,true,,20000,20000,0,20000,0,0.3830,52212.6,59462.4,12437,80000,6.43,24.574,24.488,48.073,48.629,24,48,0.004,0.191,0.063,0.15,,0.974,2.54,19.1,151745,results/raw/groupcommit_true_w8_r3.csv
latency,noop_100ps,1,4,,4,,noop,{},,,600,,,600,600,0,600,0,5.9934,100.1,100.1,1223,2400,1.96,2.673,3.072,4.197,4.24,0,1,0.009,0.012,0.088,0.171,,0.159,0.03,4.4,3324,results/raw/latency_noop_r100_rep1.csv
latency,noop_100ps,2,4,,4,,noop,{},,,600,,,600,600,0,600,0,5.9901,100.2,100.2,1217,2400,1.97,2.785,3.529,4.183,4.23,0,0,0.009,0.012,0.083,0.155,,0.168,0.03,4.3,3429,results/raw/latency_noop_r100_rep2.csv
latency,noop_100ps,3,4,,4,,noop,{},,,600,,,600,600,0,600,0,5.9927,100.1,100.1,1212,2400,1.98,2.601,2.833,4.192,4.24,0,1,0.009,0.012,0.082,0.183,,0.166,0.03,4.3,3423,results/raw/latency_noop_r100_rep3.csv
latency,noop_500ps,1,4,,4,,noop,{},,,2500,,,2500,2500,0,2500,0,4.9987,500.1,500.1,5011,10000,2.00,0.559,0.68,0.86,0.884,0,1,0.007,0.009,0.062,0.117,,0.585,0.12,5.9,13651,results/raw/latency_noop_r500_rep1.csv
latency,noop_500ps,2,4,,4,,noop,{},,,2500,,,2500,2500,0,2500,0,4.9987,500.1,500.1,5012,10000,2.00,0.581,0.669,0.864,0.908,0,0,0.007,0.009,0.06,0.129,,0.586,0.12,5.8,14287,results/raw/latency_noop_r500_rep2.csv
latency,noop_500ps,3,4,,4,,noop,{},,,2500,,,2500,2500,0,2500,0,4.9987,500.1,500.1,5016,10000,1.99,0.569,0.68,0.858,0.884,0,0,0.007,0.009,0.062,0.108,,0.576,0.12,5.9,13583,results/raw/latency_noop_r500_rep3.csv
latency,noop_1000ps,1,4,,4,,noop,{},,,5000,,,5000,5000,0,5000,0,4.9991,1000.2,1000.2,10013,20000,2.00,0.095,0.09,0.118,0.151,0,0,0.007,0.009,0.055,0.104,,2.097,0.42,7.7,33010,results/raw/latency_noop_r1000_rep1.csv
latency,noop_1000ps,2,4,,4,,noop,{},,,5000,,,5000,5000,0,5000,0,4.9992,1000.2,1000.2,9971,20000,2.01,0.124,0.09,0.12,0.166,0,0,0.007,0.008,0.055,0.104,,2.123,0.42,7.9,32578,results/raw/latency_noop_r1000_rep2.csv
latency,noop_1000ps,3,4,,4,,noop,{},,,5000,,,5000,5000,0,5000,0,4.9991,1000.2,1000.2,10006,20000,2.00,0.083,0.088,0.119,0.142,0,0,0.007,0.008,0.055,0.099,,2.153,0.43,7.7,32377,results/raw/latency_noop_r1000_rep3.csv
latency,noop_2000ps,1,4,,4,,noop,{},,,10000,,,10000,10000,0,10000,0,4.9995,2000.2,2000.2,20011,40000,2.00,0.032,0.019,0.027,0.056,0,0,0.001,0.002,0.014,0.029,,19.276,3.86,11.2,355715,results/raw/latency_noop_r2000_rep1.csv
latency,noop_2000ps,2,4,,4,,noop,{},,,10000,,,10000,10000,0,10000,0,4.9995,2000.2,2000.2,20049,40000,2.00,0.028,0.019,0.03,0.059,0,0,0.002,0.002,0.014,0.031,,19.196,3.84,11.2,357835,results/raw/latency_noop_r2000_rep2.csv
latency,noop_2000ps,3,4,,4,,noop,{},,,10000,,,10000,10000,0,10000,0,4.9995,2000.2,2000.2,20017,40000,2.00,0.03,0.02,0.028,0.052,0,0,0.001,0.002,0.014,0.029,,19.267,3.85,11.4,348940,results/raw/latency_noop_r2000_rep3.csv
latency,noop_4000ps,1,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,4.9998,4000.2,4000.2,39986,80000,2.00,0.031,0.019,0.028,0.056,0,0,0.001,0.002,0.014,0.027,,18.759,3.75,18.0,600958,results/raw/latency_noop_r4000_rep1.csv
latency,noop_4000ps,2,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,4.9998,4000.2,4000.2,39987,80000,2.00,0.042,0.018,0.029,0.096,0,1,0.001,0.002,0.013,0.028,,17.620,3.52,17.8,698621,results/raw/latency_noop_r4000_rep2.csv
latency,noop_4000ps,3,4,,4,,noop,{},,,20000,,,20000,20000,0,20000,0,4.9998,4000.2,4000.2,40083,80000,2.00,0.02,0.019,0.027,0.046,0,0,0.001,0.002,0.014,0.025,,18.508,3.70,18.0,635715,results/raw/latency_noop_r4000_rep3.csv
latency,sleep5ms_100ps,1,4,,4,,sleep,"{""ms"":5}",,,600,,,600,600,0,600,0,6.0027,100.0,100.1,1743,2400,1.38,12.824,13.272,16.687,16.728,0,0,7.521,7.551,0.079,0.167,,0.187,0.03,4.3,4558,results/raw/latency_sleep5ms_r100_rep1.csv
latency,sleep5ms_100ps,2,4,,4,,sleep,"{""ms"":5}",,,600,,,600,600,0,600,0,5.9963,100.1,100.2,1745,2400,1.38,12.619,13.076,16.611,16.728,0,0,7.515,7.55,0.07,0.198,,0.170,0.03,4.4,4544,results/raw/latency_sleep5ms_r100_rep2.csv
latency,sleep5ms_100ps,3,4,,4,,sleep,"{""ms"":5}",,,600,,,600,600,0,600,0,5.9984,100.0,100.2,1737,2400,1.38,12.765,13.341,16.663,16.729,0,1,7.521,7.55,0.079,0.168,,0.197,0.03,4.4,4533,results/raw/latency_sleep5ms_r100_rep3.csv
latency,sleep5ms_500ps,1,4,,4,,sleep,"{""ms"":5}",,,2500,,,2500,2500,0,2500,0,5.0072,499.3,499.9,6641,10000,1.51,8.182,8.167,9.96,10.193,0,1,7.099,7.544,0.066,0.165,,0.779,0.16,6.0,19397,results/raw/latency_sleep5ms_r500_rep1.csv
latency,sleep5ms_500ps,2,4,,4,,sleep,"{""ms"":5}",,,2500,,,2500,2500,0,2500,0,5.0184,498.2,499.9,6631,10000,1.51,8.29,8.196,9.986,11.252,0,1,7.12,7.543,0.065,0.145,,0.762,0.15,6.0,19151,results/raw/latency_sleep5ms_r500_rep2.csv
latency,sleep5ms_500ps,3,4,,4,,sleep,"{""ms"":5}",,,2500,,,2500,2500,0,2500,0,5.0040,499.6,500.2,6642,10000,1.51,8.19,8.175,9.912,10.185,0,1,7.078,7.544,0.066,0.143,,0.769,0.15,5.9,18976,results/raw/latency_sleep5ms_r500_rep3.csv
latency,sleep5ms_1000ps,1,4,,4,,sleep,"{""ms"":5}",,,5000,,,5000,5000,0,5000,0,8.5841,582.5,1000.1,12482,20000,1.60,1772.485,1752.609,3401.528,3547.885,1745,3394,7.088,7.546,0.058,0.232,,1.800,0.21,8.5,42406,results/raw/latency_sleep5ms_r1000_rep1.csv
latency,sleep5ms_1000ps,2,4,,4,,sleep,"{""ms"":5}",,,5000,,,5000,5000,0,5000,0,8.6560,577.6,1000.2,12553,20000,1.59,1815.89,1798.917,3472.312,3622.34,1792,3466,7.195,7.55,0.07,0.226,,1.857,0.21,8.4,45372,results/raw/latency_sleep5ms_r1000_rep2.csv
latency,sleep5ms_1000ps,3,4,,4,,sleep,"{""ms"":5}",,,5000,,,5000,5000,0,5000,0,8.6141,580.4,1000.1,12610,20000,1.59,1777.98,1754.325,3427.982,3578.047,1747,3420,7.127,7.545,0.063,0.185,,1.916,0.22,8.5,41749,results/raw/latency_sleep5ms_r1000_rep3.csv
latency,sleep5ms_2000ps,1,4,,4,,sleep,"{""ms"":5}",,,10000,,,10000,10000,0,10000,0,17.5362,570.3,2000.2,26148,40000,1.53,6293.126,6304.942,11910.435,12410.002,6298,11905,7.501,7.546,0.014,0.041,,20.432,1.17,12.9,325631,results/raw/latency_sleep5ms_r2000_rep1.csv
latency,sleep5ms_2000ps,2,4,,4,,sleep,"{""ms"":5}",,,10000,,,10000,10000,0,10000,0,17.5702,569.1,2000.2,26098,40000,1.53,6320.903,6335.031,11947.358,12447.253,6327,11939,7.495,7.547,0.014,0.037,,20.488,1.17,13.0,315000,results/raw/latency_sleep5ms_r2000_rep2.csv
latency,sleep5ms_2000ps,3,4,,4,,sleep,"{""ms"":5}",,,10000,,,10000,10000,0,10000,0,17.5035,571.3,2000.2,26094,40000,1.53,6284.923,6309.353,11875.706,12374.595,6302,11870,7.481,7.547,0.014,0.039,,20.418,1.17,12.7,325471,results/raw/latency_sleep5ms_r2000_rep3.csv
latency,sleep5ms_4000ps,1,4,,4,,sleep,"{""ms"":5}",,,20000,,,20000,20000,0,20000,0,34.9739,571.9,4000.2,52969,80000,1.51,15040.545,15059.64,28463.227,29676.667,15053,28457,7.468,7.548,0.014,0.032,,21.566,0.62,22.3,513129,results/raw/latency_sleep5ms_r4000_rep1.csv
latency,sleep5ms_4000ps,2,4,,4,,sleep,"{""ms"":5}",,,20000,,,20000,20000,0,20000,0,34.9998,571.4,4000.2,52381,80000,1.53,15065.119,15082.86,28497.022,29702.65,15075,28489,7.468,7.549,0.014,0.033,,21.516,0.61,22.4,536916,results/raw/latency_sleep5ms_r4000_rep2.csv
latency,sleep5ms_4000ps,3,4,,4,,sleep,"{""ms"":5}",,,20000,,,20000,20000,0,20000,0,34.9330,572.5,4000.2,52594,80000,1.52,15011.444,15037.685,28447.578,29636.687,15032,28441,7.465,7.548,0.014,0.032,,21.587,0.62,22.2,531459,results/raw/latency_sleep5ms_r4000_rep3.csv
workflow,chain4_w1,1,1,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,11.2574,35.53,,,,,9837.043,9830.543,11108.215,11219.954,,,,,,,,0.442,0.04,6.2,8987,results/raw/workflow_chain4_w1_r1.csv
workflow,chain4_w1,2,1,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,11.2780,35.47,,,,,9850.767,9844.936,11128.646,11239.368,,,,,,,,0.437,0.04,6.2,9093,results/raw/workflow_chain4_w1_r2.csv
workflow,chain4_w1,3,1,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,11.4003,35.09,,,,,9965.618,9960.893,11244.996,11359.053,,,,,,,,0.525,0.05,6.2,10054,results/raw/workflow_chain4_w1_r3.csv
workflow,chain4_w4,1,4,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,2.8330,141.19,,,,,2473.705,2472.297,2789.377,2817.503,,,,,,,,0.387,0.14,6.4,10026,results/raw/workflow_chain4_w4_r1.csv
workflow,chain4_w4,2,4,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,2.8052,142.59,,,,,2455.904,2456.441,2763.869,2787.775,,,,,,,,0.366,0.13,6.4,10123,results/raw/workflow_chain4_w4_r2.csv
workflow,chain4_w4,3,4,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,2.8242,141.63,,,,,2467.001,2466.814,2780.260,2809.094,,,,,,,,0.354,0.13,6.4,10162,results/raw/workflow_chain4_w4_r3.csv
workflow,chain4_w8,1,8,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,1.4120,283.29,,,,,1229.006,1232.264,1386.450,1401.278,,,,,,,,0.346,0.25,6.6,11524,results/raw/workflow_chain4_w8_r1.csv
workflow,chain4_w8,2,8,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,1.4039,284.92,,,,,1220.216,1221.193,1375.280,1387.927,,,,,,,,0.360,0.26,6.5,11329,results/raw/workflow_chain4_w8_r2.csv
workflow,chain4_w8,3,8,,,,sleep,"{""ms"":5}",,,1600,,,400,400,,,0,1.4132,283.04,,,,,1234.692,1237.240,1387.057,1401.157,,,,,,,,0.335,0.24,6.6,11169,results/raw/workflow_chain4_w8_r3.csv
workflow,fanout6_w1,1,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.9277,23.63,,,,,9895.843,9905.992,16199.305,16769.181,,,,,,,,0.626,0.04,7.4,13806,results/raw/workflow_fanout6_w1_r1.csv
workflow,fanout6_w1,2,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.9135,23.65,,,,,9899.136,9893.713,16194.330,16762.752,,,,,,,,0.624,0.04,7.4,13611,results/raw/workflow_fanout6_w1_r2.csv
workflow,fanout6_w1,3,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.8527,23.74,,,,,9850.257,9834.802,16135.620,16697.197,,,,,,,,0.637,0.04,7.5,14013,results/raw/workflow_fanout6_w1_r3.csv
workflow,fanout6_w4,1,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.2188,94.81,,,,,2465.106,2469.066,4028.607,4168.528,,,,,,,,0.521,0.12,7.6,14655,results/raw/workflow_fanout6_w4_r1.csv
workflow,fanout6_w4,2,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.1982,95.28,,,,,2456.359,2471.628,4011.075,4155.731,,,,,,,,0.495,0.12,7.6,14653,results/raw/workflow_fanout6_w4_r2.csv
workflow,fanout6_w4,3,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.2251,94.67,,,,,2476.609,2489.051,4036.265,4177.328,,,,,,,,0.523,0.12,7.6,14671,results/raw/workflow_fanout6_w4_r3.csv
workflow,fanout6_w8,1,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.1018,190.31,,,,,1229.155,1233.647,1999.010,2069.006,,,,,,,,0.450,0.21,8.0,16682,results/raw/workflow_fanout6_w8_r1.csv
workflow,fanout6_w8,2,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.1185,188.81,,,,,1240.387,1242.136,2018.603,2092.288,,,,,,,,0.518,0.24,7.9,17071,results/raw/workflow_fanout6_w8_r2.csv
workflow,fanout6_w8,3,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.1208,188.61,,,,,1240.017,1241.035,2023.834,2087.408,,,,,,,,0.511,0.24,7.9,16630,results/raw/workflow_fanout6_w8_r3.csv
workflow,diamond6_w1,1,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.9173,23.64,,,,,15513.354,15524.361,16766.728,16873.258,,,,,,,,0.618,0.04,7.8,13626,results/raw/workflow_diamond6_w1_r1.csv
workflow,diamond6_w1,2,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.9079,23.66,,,,,15473.546,15481.664,16753.002,16864.675,,,,,,,,0.623,0.04,7.9,13616,results/raw/workflow_diamond6_w1_r2.csv
workflow,diamond6_w1,3,1,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,16.8442,23.75,,,,,15412.581,15427.170,16689.574,16799.794,,,,,,,,0.613,0.04,7.9,13641,results/raw/workflow_diamond6_w1_r3.csv
workflow,diamond6_w4,1,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.2339,94.48,,,,,3856.173,3867.638,4183.858,4210.251,,,,,,,,0.581,0.14,8.1,18134,results/raw/workflow_diamond6_w4_r1.csv
workflow,diamond6_w4,2,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.2147,94.91,,,,,3844.209,3858.977,4163.657,4192.078,,,,,,,,0.524,0.12,8.1,18360,results/raw/workflow_diamond6_w4_r2.csv
workflow,diamond6_w4,3,4,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,4.2631,93.83,,,,,3888.334,3901.345,4215.457,4241.962,,,,,,,,0.526,0.12,8.2,18503,results/raw/workflow_diamond6_w4_r3.csv
workflow,diamond6_w8,1,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.0972,190.73,,,,,1902.790,1915.068,2065.611,2077.315,,,,,,,,0.471,0.22,8.2,18529,results/raw/workflow_diamond6_w8_r1.csv
workflow,diamond6_w8,2,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.1060,189.93,,,,,1910.278,1922.617,2075.869,2088.535,,,,,,,,0.451,0.21,8.2,18073,results/raw/workflow_diamond6_w8_r2.csv
workflow,diamond6_w8,3,8,,,,sleep,"{""ms"":5}",,,2400,,,400,400,,,0,2.0925,191.16,,,,,1895.291,1914.866,2059.949,2073.602,,,,,,,,0.449,0.21,8.2,18263,results/raw/workflow_diamond6_w8_r3.csv
http_api,submit_c1,1,,,,1,submit,,,,,,,8000,8000,,,,0.3183,25130.4,,,,,0.040,0.036,0.056,0.125,,,,,,,0.000000,0.075,0.23,2.8,,results/raw/http_submit_c1_r1.csv
http_api,submit_c1,2,,,,1,submit,,,,,,,8000,8000,,,,0.2905,27535.6,,,,,0.036,0.036,0.040,0.052,,,,,,,0.000000,0.063,0.22,2.6,,results/raw/http_submit_c1_r2.csv
http_api,submit_c1,3,,,,1,submit,,,,,,,8000,8000,,,,0.2941,27201.5,,,,,0.037,0.036,0.041,0.049,,,,,,,0.000000,0.064,0.22,2.6,,results/raw/http_submit_c1_r3.csv
http_api,submit_c8,1,,,,8,submit,,,,,,,8000,8000,,,,0.2247,35596.8,,,,,0.224,0.211,0.355,0.474,,,,,,,0.000000,0.109,0.49,2.8,,results/raw/http_submit_c8_r1.csv
http_api,submit_c8,2,,,,8,submit,,,,,,,8000,8000,,,,0.2490,32133.9,,,,,0.249,0.211,0.360,0.492,,,,,,,0.000000,0.112,0.45,2.8,,results/raw/http_submit_c8_r2.csv
http_api,submit_c8,3,,,,8,submit,,,,,,,8000,8000,,,,0.2211,36178.0,,,,,0.221,0.214,0.352,0.421,,,,,,,0.000000,0.102,0.46,2.8,,results/raw/http_submit_c8_r3.csv
http_api,submit_c32,1,,,,32,submit,,,,,,,8000,8000,,,,0.1481,54029.2,,,,,0.590,0.506,0.860,1.035,,,,,,,0.000000,0.115,0.78,3.8,,results/raw/http_submit_c32_r1.csv
http_api,submit_c32,2,,,,32,submit,,,,,,,8000,8000,,,,0.1394,57390.9,,,,,0.555,0.488,0.762,0.948,,,,,,,0.000000,0.121,0.87,3.8,,results/raw/http_submit_c32_r2.csv
http_api,submit_c32,3,,,,32,submit,,,,,,,8000,8000,,,,0.1534,52137.0,,,,,0.612,0.532,0.875,1.038,,,,,,,0.000000,0.120,0.78,3.9,,results/raw/http_submit_c32_r3.csv
http_api,status_c1,1,,,,1,status,,,,,,,8000,8000,,,,0.1921,41639.1,,,,,0.024,0.024,0.027,0.029,,,,,,,0.000000,0.059,0.31,2.6,,results/raw/http_status_c1_r1.csv
http_api,status_c1,2,,,,1,status,,,,,,,8000,8000,,,,0.1894,42246.0,,,,,0.024,0.023,0.027,0.029,,,,,,,0.000000,0.057,0.30,2.6,,results/raw/http_status_c1_r2.csv
http_api,status_c1,3,,,,1,status,,,,,,,8000,8000,,,,0.1872,42740.1,,,,,0.023,0.023,0.027,0.028,,,,,,,0.000000,0.056,0.30,2.6,,results/raw/http_status_c1_r3.csv
http_api,status_c8,1,,,,8,status,,,,,,,8000,8000,,,,0.0651,122816.2,,,,,0.065,0.062,0.105,0.134,,,,,,,0.000000,0.130,1.99,2.9,,results/raw/http_status_c8_r1.csv
http_api,status_c8,2,,,,8,status,,,,,,,8000,8000,,,,0.0667,119990.4,,,,,0.066,0.064,0.105,0.132,,,,,,,0.000000,0.131,1.97,2.8,,results/raw/http_status_c8_r2.csv
http_api,status_c8,3,,,,8,status,,,,,,,8000,8000,,,,0.0662,120906.2,,,,,0.066,0.063,0.107,0.137,,,,,,,0.000000,0.132,2.00,2.8,,results/raw/http_status_c8_r3.csv
http_api,status_c32,1,,,,32,status,,,,,,,8000,8000,,,,0.0605,132323.3,,,,,0.240,0.189,0.474,0.661,,,,,,,0.000000,0.132,2.19,3.9,,results/raw/http_status_c32_r1.csv
http_api,status_c32,2,,,,32,status,,,,,,,8000,8000,,,,0.0561,142544.1,,,,,0.223,0.165,0.419,0.641,,,,,,,0.000000,0.134,2.38,3.8,,results/raw/http_status_c32_r2.csv
http_api,status_c32,3,,,,32,status,,,,,,,8000,8000,,,,0.0582,137400.4,,,,,0.231,0.180,0.448,0.629,,,,,,,0.000000,0.132,2.26,3.9,,results/raw/http_status_c32_r3.csv
http_api,mixed_c1,1,,,,1,mixed,,,,,,,8000,8000,,,,0.2464,32463.7,,,,,0.031,0.032,0.039,0.044,,,,,,,0.000000,0.062,0.25,2.6,,results/raw/http_mixed_c1_r1.csv
http_api,mixed_c1,2,,,,1,mixed,,,,,,,8000,8000,,,,0.2441,32778.8,,,,,0.030,0.030,0.039,0.043,,,,,,,0.000000,0.061,0.25,2.6,,results/raw/http_mixed_c1_r2.csv
http_api,mixed_c1,3,,,,1,mixed,,,,,,,8000,8000,,,,0.2442,32761.5,,,,,0.030,0.032,0.038,0.044,,,,,,,0.000000,0.061,0.25,2.7,,results/raw/http_mixed_c1_r3.csv
http_api,mixed_c8,1,,,,8,mixed,,,,,,,8000,8000,,,,0.1493,53569.0,,,,,0.149,0.136,0.315,0.383,,,,,,,0.000000,0.103,0.69,3.0,,results/raw/http_mixed_c8_r1.csv
http_api,mixed_c8,2,,,,8,mixed,,,,,,,8000,8000,,,,0.1642,48724.6,,,,,0.164,0.145,0.347,0.428,,,,,,,0.000000,0.120,0.73,2.9,,results/raw/http_mixed_c8_r2.csv
http_api,mixed_c8,3,,,,8,mixed,,,,,,,8000,8000,,,,0.1608,49750.6,,,,,0.161,0.145,0.341,0.418,,,,,,,0.000000,0.116,0.72,2.9,,results/raw/http_mixed_c8_r3.csv
http_api,mixed_c32,1,,,,32,mixed,,,,,,,8000,8000,,,,0.1091,73315.1,,,,,0.435,0.376,0.900,1.278,,,,,,,0.000000,0.127,1.16,3.8,,results/raw/http_mixed_c32_r1.csv
http_api,mixed_c32,2,,,,32,mixed,,,,,,,8000,8000,,,,0.1189,67258.0,,,,,0.474,0.371,1.075,1.311,,,,,,,0.000000,0.125,1.05,3.7,,results/raw/http_mixed_c32_r2.csv
http_api,mixed_c32,3,,,,32,mixed,,,,,,,8000,8000,,,,0.1081,73979.5,,,,,0.431,0.377,0.928,1.225,,,,,,,0.000000,0.124,1.15,3.6,,results/raw/http_mixed_c32_r3.csv
http_api,health_c1,1,,,,1,health,,,,,,,8000,8000,,,,0.1637,48865.4,,,,,0.020,0.020,0.023,0.025,,,,,,,0.000000,0.057,0.35,2.6,,results/raw/http_health_c1_r1.csv
http_api,health_c1,2,,,,1,health,,,,,,,8000,8000,,,,0.1578,50699.3,,,,,0.020,0.020,0.023,0.026,,,,,,,0.000000,0.054,0.34,2.6,,results/raw/http_health_c1_r2.csv
http_api,health_c1,3,,,,1,health,,,,,,,8000,8000,,,,0.1609,49723.7,,,,,0.020,0.020,0.022,0.025,,,,,,,0.000000,0.055,0.34,2.6,,results/raw/http_health_c1_r3.csv
http_api,health_c8,1,,,,8,health,,,,,,,8000,8000,,,,0.0526,152140.4,,,,,0.052,0.050,0.076,0.090,,,,,,,0.000000,0.134,2.55,2.8,,results/raw/http_health_c8_r1.csv
http_api,health_c8,2,,,,8,health,,,,,,,8000,8000,,,,0.0527,151897.8,,,,,0.052,0.051,0.075,0.086,,,,,,,0.000000,0.137,2.60,2.8,,results/raw/http_health_c8_r2.csv
